+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                  ;
+----------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; HOG_SERIALIZER[6].u_async_fifo                                                                                                         ; 1158  ; 0              ; 0            ; 0              ; 1155   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[5].u_window_serializer                                                                                                  ; 1159  ; 3              ; 0            ; 3              ; 130    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[5].u_async_fifo|rptr_empty                                                                                              ; 7     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[5].u_async_fifo|fifomem                                                                                                 ; 1163  ; 0              ; 2            ; 0              ; 1152   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[5].u_async_fifo|wptr_full                                                                                               ; 7     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[5].u_async_fifo|sync_w2r                                                                                                ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[5].u_async_fifo|sync_r2w                                                                                                ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[5].u_async_fifo                                                                                                         ; 1158  ; 0              ; 0            ; 0              ; 1155   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[4].u_window_serializer                                                                                                  ; 1159  ; 3              ; 0            ; 3              ; 130    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[4].u_async_fifo|rptr_empty                                                                                              ; 7     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[4].u_async_fifo|fifomem                                                                                                 ; 1163  ; 0              ; 2            ; 0              ; 1152   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[4].u_async_fifo|wptr_full                                                                                               ; 7     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[4].u_async_fifo|sync_w2r                                                                                                ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[4].u_async_fifo|sync_r2w                                                                                                ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[4].u_async_fifo                                                                                                         ; 1158  ; 0              ; 0            ; 0              ; 1155   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[3].u_window_serializer                                                                                                  ; 1159  ; 3              ; 0            ; 3              ; 130    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[3].u_async_fifo|rptr_empty                                                                                              ; 7     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[3].u_async_fifo|fifomem                                                                                                 ; 1163  ; 0              ; 2            ; 0              ; 1152   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[3].u_async_fifo|wptr_full                                                                                               ; 7     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[3].u_async_fifo|sync_w2r                                                                                                ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; HOG_SERIALIZER[3].u_async_fifo|sync_r2w                                                                                                ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
